SrcFileName,ReportedDateTime,Athletic Fields,Garden,Hard Court Surfaces,Picnic Areas,Playground/Tot Lot,Wading Pool
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-22 14:00:00,0.0,0.0,2.0,2.0,3.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-22 15:00:00,0.0,0.0,0.0,0.0,1.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-22 17:00:00,3.0,0.0,0.0,0.0,0.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-22 18:00:00,0.0,0.0,0.0,0.0,0.0,2.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-22 19:00:00,0.0,5.0,0.0,0.0,20.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-23 13:00:00,0.0,0.0,2.0,1.0,11.0,6.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-23 14:00:00,0.0,0.0,3.0,2.0,7.0,5.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-23 15:00:00,0.0,2.0,2.0,2.0,4.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-23 16:00:00,2.0,2.0,4.0,3.0,5.0,4.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-23 17:00:00,4.0,0.0,6.0,2.0,6.0,4.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-26 12:00:00,0.0,0.0,6.0,3.0,30.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-26 13:00:00,0.0,0.0,5.0,2.0,16.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-26 14:00:00,0.0,2.0,0.0,0.0,8.0,8.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-26 15:00:00,0.0,0.0,0.0,1.0,20.0,3.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-26 16:00:00,0.0,0.0,0.0,0.0,8.0,2.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-26 17:00:00,0.0,0.0,0.0,0.0,2.0,3.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-26 18:00:00,0.0,0.0,1.0,2.0,5.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-26 19:00:00,0.0,0.0,2.0,1.0,6.0,0.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-27 12:00:00,0.0,0.0,4.0,2.0,10.0,2.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-27 13:00:00,0.0,3.0,4.0,4.0,11.0,6.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-27 14:00:00,0.0,0.0,4.0,0.0,4.0,18.0
_Users_yarribryn_Documents_GitHub_ExcelDataCollectionParser_data_sample_folder_4_2017_LocationC_TypeB_,2017-06-27 15:00:00,0.0,0.0,5.0,0.0,16.0,23.0
